,city,customer_name,On Time,In Full,On Time In Full
637,Surat,Chiptec Stores,1,1,1
638,Ahmedabad,Rel Fresh,1,0,0
639,Vadodara,Viveks Stores,1,0,0
640,Surat,Atlas Stores,1,0,0
641,Vadodara,Elite Mart,0,0,0
642,Ahmedabad,Expert Mart,0,1,0
643,Ahmedabad,Acclaimed Stores,0,1,0
644,Surat,Vijay Stores,1,0,0
645,Vadodara,Rel Fresh,1,1,1
646,Ahmedabad,Acclaimed Stores,0,1,0
647,Vadodara,Propel Mart,1,1,1
648,Surat,Expression Stores,1,1,1
649,Ahmedabad,Rel Fresh,0,0,0
650,Vadodara,Expression Stores,1,0,0
651,Ahmedabad,Coolblue,0,1,0
652,Surat,Rel Fresh,1,1,1
653,Surat,Info Stores,1,0,0
654,Vadodara,Coolblue,0,0,0
655,Ahmedabad,Elite Mart,1,1,1
656,Vadodara,Elite Mart,1,0,0
657,Ahmedabad,Sorefoz Mart,1,1,1
658,Ahmedabad,Sorefoz Mart,1,0,0
659,Surat,Acclaimed Stores,0,1,0
660,Ahmedabad,Chiptec Stores,1,1,1
661,Ahmedabad,Chiptec Stores,0,1,0
662,Ahmedabad,Lotus Mart,0,0,0
663,Surat,Lotus Mart,1,1,1
664,Vadodara,Propel Mart,1,0,0
665,Surat,Rel Fresh,1,1,1
666,Vadodara,Coolblue,0,0,0
667,Ahmedabad,Elite Mart,1,1,1
668,Ahmedabad,Acclaimed Stores,0,0,0
669,Vadodara,Vijay Stores,0,0,0
670,Vadodara,Expression Stores,1,1,1
671,Surat,Logic Stores,1,0,0
672,Surat,Propel Mart,1,1,1
673,Ahmedabad,Coolblue,1,0,0
674,Surat,Lotus Mart,0,1,0
675,Vadodara,Coolblue,0,1,0
676,Surat,Logic Stores,1,1,1
677,Vadodara,Vijay Stores,0,1,0
678,Surat,Rel Fresh,1,0,0
679,Ahmedabad,Acclaimed Stores,0,1,0
680,Ahmedabad,Rel Fresh,1,1,1
681,Vadodara,Elite Mart,1,0,0
682,Vadodara,Elite Mart,1,0,0
683,Surat,Acclaimed Stores,0,0,0
684,Surat,Expression Stores,0,1,0
685,Vadodara,Expert Mart,0,1,0
686,Vadodara,Expert Mart,1,1,1
687,Vadodara,Info Stores,1,0,0
688,Vadodara,Propel Mart,1,1,1
689,Surat,Info Stores,0,0,0
690,Surat,Acclaimed Stores,0,1,0
691,Vadodara,Viveks Stores,1,1,1
692,Vadodara,Vijay Stores,1,0,0
693,Vadodara,Vijay Stores,1,0,0
694,Surat,Chiptec Stores,0,1,0
695,Vadodara,Elite Mart,1,0,0
696,Vadodara,Sorefoz Mart,1,0,0
697,Ahmedabad,Vijay Stores,1,0,0
698,Vadodara,Coolblue,0,0,0
699,Ahmedabad,Expert Mart,1,1,1
700,Ahmedabad,Expert Mart,1,1,1
701,Vadodara,Rel Fresh,1,0,0
702,Vadodara,Coolblue,0,0,0
703,Vadodara,Expert Mart,1,0,0
704,Surat,Lotus Mart,0,0,0
705,Surat,Chiptec Stores,1,1,1
706,Surat,Atlas Stores,1,1,1
707,Vadodara,Rel Fresh,1,0,0
708,Vadodara,Elite Mart,1,0,0
709,Surat,Acclaimed Stores,1,0,0
710,Vadodara,Vijay Stores,1,0,0
711,Vadodara,Vijay Stores,1,0,0
712,Ahmedabad,Elite Mart,1,1,1
713,Vadodara,Lotus Mart,1,0,0
714,Surat,Vijay Stores,1,0,0
715,Ahmedabad,Sorefoz Mart,1,1,1
716,Vadodara,Expression Stores,1,0,0
717,Vadodara,Propel Mart,1,1,1
718,Ahmedabad,Chiptec Stores,1,0,0
719,Surat,Viveks Stores,1,1,1
720,Ahmedabad,Acclaimed Stores,0,0,0
721,Ahmedabad,Lotus Mart,0,0,0
722,Ahmedabad,Lotus Mart,0,0,0
723,Vadodara,Acclaimed Stores,0,0,0
724,Ahmedabad,Expert Mart,1,0,0
725,Ahmedabad,Lotus Mart,0,0,0
726,Ahmedabad,Propel Mart,1,1,1
727,Ahmedabad,Chiptec Stores,1,1,1
728,Ahmedabad,Elite Mart,0,1,0
729,Ahmedabad,Atlas Stores,1,0,0
730,Vadodara,Sorefoz Mart,1,1,1
731,Vadodara,Sorefoz Mart,1,1,1
732,Ahmedabad,Vijay Stores,1,1,1
733,Vadodara,Acclaimed Stores,0,0,0
734,Surat,Propel Mart,1,1,1
735,Surat,Atlas Stores,1,1,1
736,Vadodara,Expert Mart,1,1,1
737,Vadodara,Expert Mart,1,1,1
738,Surat,Logic Stores,1,1,1
739,Surat,Logic Stores,1,1,1
740,Ahmedabad,Coolblue,0,0,0
741,Ahmedabad,Atlas Stores,1,0,0
742,Ahmedabad,Atlas Stores,1,1,1
743,Surat,Lotus Mart,1,1,1
744,Ahmedabad,Lotus Mart,0,1,0
745,Vadodara,Sorefoz Mart,1,1,1
746,Vadodara,Info Stores,0,1,0
747,Ahmedabad,Vijay Stores,1,0,0
748,Surat,Chiptec Stores,1,1,1
749,Vadodara,Expression Stores,1,1,1
750,Vadodara,Coolblue,0,0,0
751,Vadodara,Coolblue,0,0,0
752,Surat,Info Stores,1,1,1
753,Ahmedabad,Sorefoz Mart,1,1,1
754,Ahmedabad,Lotus Mart,0,0,0
755,Ahmedabad,Lotus Mart,0,0,0
756,Vadodara,Elite Mart,1,0,0
757,Surat,Acclaimed Stores,0,0,0
758,Ahmedabad,Expert Mart,1,0,0
759,Surat,Viveks Stores,0,0,0
760,Surat,Logic Stores,1,1,1
761,Surat,Logic Stores,1,1,1
762,Vadodara,Acclaimed Stores,1,1,1
763,Vadodara,Viveks Stores,0,0,0
764,Surat,Atlas Stores,1,0,0
765,Surat,Vijay Stores,1,1,1
766,Surat,Expression Stores,1,0,0
767,Ahmedabad,Rel Fresh,1,0,0
768,Ahmedabad,Logic Stores,1,1,1
769,Vadodara,Lotus Mart,1,1,1
770,Vadodara,Sorefoz Mart,1,1,1
771,Vadodara,Acclaimed Stores,0,1,0
772,Ahmedabad,Rel Fresh,1,1,1
773,Ahmedabad,Rel Fresh,1,1,1
774,Ahmedabad,Sorefoz Mart,0,0,0
775,Ahmedabad,Elite Mart,0,0,0
776,Ahmedabad,Acclaimed Stores,0,1,0
777,Ahmedabad,Propel Mart,1,1,1
778,Surat,Rel Fresh,1,0,0
779,Vadodara,Lotus Mart,0,1,0
780,Vadodara,Viveks Stores,1,1,1
781,Vadodara,Coolblue,0,0,0
782,Ahmedabad,Lotus Mart,1,0,0
783,Surat,Viveks Stores,1,1,1
784,Surat,Atlas Stores,0,1,0
785,Surat,Viveks Stores,1,1,1
786,Ahmedabad,Propel Mart,1,1,1
787,Surat,Chiptec Stores,0,0,0
788,Surat,Logic Stores,1,1,1
789,Surat,Logic Stores,0,1,0
790,Vadodara,Sorefoz Mart,1,0,0
791,Vadodara,Viveks Stores,1,1,1
792,Ahmedabad,Acclaimed Stores,0,1,0
793,Ahmedabad,Acclaimed Stores,0,1,0
794,Vadodara,Acclaimed Stores,0,1,0
795,Vadodara,Coolblue,0,0,0
796,Ahmedabad,Coolblue,0,0,0
797,Ahmedabad,Atlas Stores,0,1,0
798,Ahmedabad,Sorefoz Mart,1,0,0
799,Vadodara,Expression Stores,1,1,1
800,Vadodara,Expression Stores,1,1,1
801,Vadodara,Info Stores,1,1,1
802,Ahmedabad,Coolblue,0,0,0
803,Surat,Info Stores,1,1,1
804,Surat,Expression Stores,1,1,1
805,Surat,Lotus Mart,1,0,0
806,Surat,Lotus Mart,1,0,0
807,Surat,Lotus Mart,0,1,0
808,Surat,Chiptec Stores,1,1,1
809,Ahmedabad,Propel Mart,1,1,1
810,Ahmedabad,Rel Fresh,0,1,0
811,Ahmedabad,Chiptec Stores,0,1,0
812,Ahmedabad,Elite Mart,1,1,1
813,Vadodara,Propel Mart,1,0,0
814,Vadodara,Propel Mart,1,1,1
815,Vadodara,Vijay Stores,1,0,0
816,Vadodara,Viveks Stores,1,1,1
817,Vadodara,Sorefoz Mart,1,1,1
818,Surat,Viveks Stores,1,1,1
819,Vadodara,Elite Mart,1,1,1
820,Vadodara,Acclaimed Stores,0,1,0
821,Vadodara,Acclaimed Stores,0,1,0
822,Vadodara,Info Stores,1,1,1
823,Vadodara,Viveks Stores,1,1,1
824,Surat,Viveks Stores,1,0,0
825,Ahmedabad,Elite Mart,1,1,1
826,Vadodara,Rel Fresh,1,1,1
827,Vadodara,Rel Fresh,1,0,0
828,Vadodara,Info Stores,1,1,1
829,Surat,Propel Mart,1,1,1
830,Surat,Rel Fresh,1,0,0
831,Surat,Rel Fresh,1,1,1
832,Vadodara,Propel Mart,1,1,1
833,Ahmedabad,Expert Mart,1,1,1
834,Vadodara,Elite Mart,1,0,0
835,Vadodara,Expression Stores,1,1,1
836,Ahmedabad,Acclaimed Stores,1,1,1
837,Ahmedabad,Propel Mart,1,0,0
838,Surat,Logic Stores,1,1,1
839,Vadodara,Viveks Stores,0,1,0
840,Vadodara,Expression Stores,1,0,0
841,Ahmedabad,Acclaimed Stores,0,0,0
842,Ahmedabad,Acclaimed Stores,0,1,0
843,Surat,Lotus Mart,0,1,0
844,Ahmedabad,Propel Mart,1,1,1
845,Vadodara,Vijay Stores,1,1,1
846,Ahmedabad,Atlas Stores,1,1,1
847,Surat,Info Stores,1,1,1
848,Surat,Info Stores,1,0,0
849,Surat,Rel Fresh,1,1,1
850,Surat,Chiptec Stores,1,1,1
851,Surat,Acclaimed Stores,0,0,0
852,Surat,Acclaimed Stores,1,0,0
853,Ahmedabad,Coolblue,1,1,1
854,Surat,Vijay Stores,1,1,1
855,Vadodara,Info Stores,1,0,0
856,Vadodara,Info Stores,1,1,1
857,Ahmedabad,Logic Stores,1,1,1
858,Vadodara,Coolblue,0,0,0
859,Vadodara,Lotus Mart,1,1,1
860,Surat,Atlas Stores,1,1,1
861,Surat,Atlas Stores,1,1,1
862,Surat,Viveks Stores,1,1,1
863,Surat,Viveks Stores,1,1,1
864,Surat,Vijay Stores,1,1,1
865,Vadodara,Rel Fresh,1,1,1
866,Vadodara,Rel Fresh,1,1,1
867,Ahmedabad,Coolblue,1,1,1
868,Ahmedabad,Logic Stores,1,1,1
869,Ahmedabad,Logic Stores,0,0,0
870,Vadodara,Elite Mart,0,0,0
871,Vadodara,Elite Mart,1,0,0
872,Surat,Chiptec Stores,1,1,1
873,Ahmedabad,Atlas Stores,1,1,1
874,Vadodara,Propel Mart,1,0,0
875,Ahmedabad,Vijay Stores,1,1,1
876,Surat,Lotus Mart,0,1,0
877,Vadodara,Expert Mart,1,1,1
878,Vadodara,Lotus Mart,0,1,0
879,Ahmedabad,Propel Mart,1,0,0
880,Ahmedabad,Propel Mart,1,1,1
881,Ahmedabad,Vijay Stores,0,0,0
882,Ahmedabad,Vijay Stores,1,0,0
883,Vadodara,Elite Mart,1,1,1
884,Vadodara,Elite Mart,0,0,0
885,Ahmedabad,Sorefoz Mart,1,1,1
886,Surat,Expression Stores,1,0,0
887,Vadodara,Acclaimed Stores,0,1,0
888,Vadodara,Expression Stores,0,1,0
889,Surat,Rel Fresh,1,0,0
890,Ahmedabad,Lotus Mart,0,1,0
891,Surat,Vijay Stores,1,1,1
892,Surat,Vijay Stores,1,1,1
893,Surat,Atlas Stores,1,1,1
894,Ahmedabad,Chiptec Stores,1,1,1
895,Ahmedabad,Atlas Stores,1,1,1
896,Vadodara,Info Stores,1,0,0
897,Vadodara,Info Stores,1,1,1
898,Surat,Logic Stores,1,0,0
899,Surat,Logic Stores,1,0,0
900,Ahmedabad,Atlas Stores,0,0,0
901,Surat,Vijay Stores,1,0,0
902,Surat,Lotus Mart,0,1,0
903,Vadodara,Acclaimed Stores,0,1,0
904,Ahmedabad,Acclaimed Stores,1,0,0
905,Ahmedabad,Elite Mart,1,1,1
906,Vadodara,Expression Stores,1,1,1
907,Surat,Info Stores,1,0,0
908,Ahmedabad,Rel Fresh,1,1,1
909,Surat,Rel Fresh,1,0,0
910,Ahmedabad,Logic Stores,1,0,0
911,Ahmedabad,Logic Stores,1,1,1
912,Ahmedabad,Expert Mart,1,0,0
913,Vadodara,Coolblue,0,0,0
914,Vadodara,Coolblue,1,1,1
915,Surat,Viveks Stores,1,1,1
916,Ahmedabad,Sorefoz Mart,1,0,0
917,Vadodara,Elite Mart,1,0,0
918,Vadodara,Vijay Stores,1,0,0
919,Ahmedabad,Lotus Mart,0,1,0
920,Vadodara,Viveks Stores,1,1,1
921,Surat,Atlas Stores,1,1,1
922,Surat,Logic Stores,1,1,1
923,Ahmedabad,Expert Mart,1,1,1
924,Ahmedabad,Rel Fresh,1,1,1
925,Ahmedabad,Chiptec Stores,1,1,1
926,Vadodara,Acclaimed Stores,0,1,0
927,Vadodara,Rel Fresh,1,0,0
928,Vadodara,Acclaimed Stores,0,1,0
929,Vadodara,Vijay Stores,1,0,0
930,Surat,Expression Stores,1,0,0
931,Ahmedabad,Vijay Stores,1,1,1
932,Ahmedabad,Vijay Stores,1,1,1
933,Vadodara,Sorefoz Mart,1,1,1
934,Surat,Lotus Mart,0,1,0
935,Vadodara,Coolblue,0,0,0
936,Surat,Chiptec Stores,0,1,0
937,Ahmedabad,Sorefoz Mart,1,1,1
938,Ahmedabad,Rel Fresh,1,1,1
939,Ahmedabad,Rel Fresh,1,1,1
940,Vadodara,Viveks Stores,1,0,0
941,Ahmedabad,Elite Mart,1,1,1
942,Surat,Atlas Stores,1,1,1
943,Surat,Vijay Stores,1,1,1
944,Surat,Vijay Stores,1,1,1
945,Surat,Chiptec Stores,1,0,0
946,Vadodara,Info Stores,1,1,1
947,Vadodara,Lotus Mart,0,1,0
948,Surat,Vijay Stores,0,1,0
949,Surat,Chiptec Stores,1,1,1
950,Vadodara,Rel Fresh,1,1,1
951,Vadodara,Sorefoz Mart,1,0,0
952,Ahmedabad,Logic Stores,1,1,1
953,Ahmedabad,Logic Stores,1,1,1
954,Surat,Lotus Mart,1,1,1
955,Vadodara,Propel Mart,1,0,0
956,Surat,Expression Stores,1,1,1
957,Surat,Expression Stores,1,0,0
958,Ahmedabad,Rel Fresh,1,0,0
959,Vadodara,Viveks Stores,1,1,1
960,Surat,Logic Stores,1,0,0
961,Ahmedabad,Atlas Stores,1,0,0
962,Ahmedabad,Atlas Stores,1,1,1
963,Surat,Viveks Stores,1,0,0
964,Surat,Info Stores,0,1,0
965,Vadodara,Expert Mart,0,1,0
966,Ahmedabad,Vijay Stores,1,0,0
967,Vadodara,Coolblue,0,0,0
968,Vadodara,Coolblue,1,0,0
969,Ahmedabad,Vijay Stores,1,0,0
970,Ahmedabad,Vijay Stores,1,0,0
971,Vadodara,Expert Mart,1,0,0
972,Vadodara,Vijay Stores,1,1,1
973,Ahmedabad,Expert Mart,0,1,0
974,Ahmedabad,Expert Mart,1,1,1
975,Surat,Viveks Stores,0,1,0
976,Ahmedabad,Atlas Stores,1,1,1
977,Surat,Acclaimed Stores,0,0,0
978,Ahmedabad,Lotus Mart,1,0,0
979,Ahmedabad,Lotus Mart,0,0,0
980,Vadodara,Propel Mart,1,1,1
981,Vadodara,Propel Mart,0,1,0
982,Surat,Atlas Stores,1,0,0
983,Ahmedabad,Elite Mart,1,1,1
984,Vadodara,Vijay Stores,0,0,0
985,Vadodara,Rel Fresh,1,1,1
986,Surat,Info Stores,1,1,1
987,Vadodara,Elite Mart,1,0,0
988,Vadodara,Viveks Stores,1,1,1
989,Ahmedabad,Logic Stores,1,1,1
990,Vadodara,Sorefoz Mart,1,0,0
991,Ahmedabad,Vijay Stores,1,1,1
992,Vadodara,Rel Fresh,1,1,1
993,Surat,Info Stores,1,1,1
994,Surat,Info Stores,0,1,0
995,Vadodara,Viveks Stores,0,1,0
996,Ahmedabad,Atlas Stores,1,0,0
997,Ahmedabad,Atlas Stores,1,1,1
998,Ahmedabad,Rel Fresh,1,1,1
999,Ahmedabad,Sorefoz Mart,1,1,1
1000,Vadodara,Viveks Stores,0,1,0
1001,Ahmedabad,Rel Fresh,1,1,1
1002,Surat,Logic Stores,1,1,1
1003,Ahmedabad,Acclaimed Stores,0,1,0
1004,Ahmedabad,Coolblue,1,1,1
1005,Vadodara,Acclaimed Stores,1,1,1
1006,Vadodara,Vijay Stores,0,0,0
1007,Vadodara,Expert Mart,1,1,1
1008,Ahmedabad,Coolblue,1,0,0
1009,Vadodara,Propel Mart,1,1,1
1010,Vadodara,Propel Mart,1,1,1
1011,Vadodara,Vijay Stores,1,0,0
1012,Vadodara,Sorefoz Mart,1,1,1
1013,Vadodara,Sorefoz Mart,1,0,0
1014,Vadodara,Elite Mart,1,0,0
1015,Surat,Rel Fresh,1,1,1
1016,Surat,Viveks Stores,1,0,0
1017,Ahmedabad,Vijay Stores,1,1,1
1018,Surat,Chiptec Stores,1,0,0
1019,Ahmedabad,Rel Fresh,1,1,1
1020,Vadodara,Coolblue,0,1,0
1021,Vadodara,Propel Mart,1,1,1
1022,Vadodara,Propel Mart,1,1,1
1023,Vadodara,Elite Mart,1,0,0
1024,Surat,Rel Fresh,1,1,1
1025,Vadodara,Expression Stores,1,1,1
1026,Ahmedabad,Propel Mart,1,1,1
1027,Ahmedabad,Propel Mart,1,0,0
1028,Ahmedabad,Coolblue,1,1,1
1029,Vadodara,Viveks Stores,1,1,1
1030,Vadodara,Expert Mart,1,1,1
1031,Vadodara,Expert Mart,1,0,0
1032,Surat,Vijay Stores,1,1,1
1033,Surat,Vijay Stores,1,1,1
1034,Surat,Expression Stores,0,1,0
1035,Surat,Expression Stores,1,1,1
1036,Ahmedabad,Logic Stores,0,1,0
1037,Surat,Lotus Mart,0,0,0
1038,Ahmedabad,Atlas Stores,0,1,0
1039,Vadodara,Sorefoz Mart,1,1,1
1040,Vadodara,Acclaimed Stores,1,1,1
1041,Ahmedabad,Rel Fresh,1,1,1
1042,Vadodara,Propel Mart,1,1,1
1043,Ahmedabad,Acclaimed Stores,0,1,0
1044,Ahmedabad,Propel Mart,0,1,0
1045,Vadodara,Vijay Stores,1,0,0
1046,Ahmedabad,Logic Stores,1,1,1
1047,Surat,Vijay Stores,1,1,1
1048,Surat,Chiptec Stores,1,1,1
1049,Vadodara,Lotus Mart,1,1,1
1050,Surat,Atlas Stores,1,0,0
1051,Vadodara,Coolblue,0,0,0
1052,Surat,Expression Stores,1,0,0
1053,Ahmedabad,Chiptec Stores,1,0,0
1054,Ahmedabad,Expert Mart,1,1,1
1055,Surat,Lotus Mart,1,1,1
1056,Surat,Viveks Stores,1,1,1
1057,Vadodara,Vijay Stores,0,0,0
1058,Surat,Viveks Stores,1,0,0
1059,Ahmedabad,Propel Mart,1,0,0
1060,Surat,Lotus Mart,0,1,0
1061,Vadodara,Sorefoz Mart,1,1,1
1062,Surat,Expression Stores,1,1,1
1063,Surat,Info Stores,1,0,0
1064,Vadodara,Viveks Stores,1,1,1
1065,Vadodara,Viveks Stores,1,1,1
1066,Ahmedabad,Elite Mart,1,1,1
1067,Ahmedabad,Acclaimed Stores,0,1,0
1068,Vadodara,Elite Mart,1,0,0
1069,Vadodara,Coolblue,0,0,0
1070,Vadodara,Coolblue,0,0,0
1071,Ahmedabad,Expert Mart,1,1,1
1072,Vadodara,Expert Mart,1,1,1
1073,Ahmedabad,Sorefoz Mart,1,0,0
1074,Ahmedabad,Rel Fresh,1,1,1
1075,Vadodara,Expression Stores,1,1,1
1076,Vadodara,Info Stores,1,1,1
1077,Ahmedabad,Coolblue,0,1,0
1078,Vadodara,Coolblue,1,0,0
1079,Surat,Info Stores,1,0,0
1080,Surat,Propel Mart,0,1,0
1081,Surat,Chiptec Stores,1,1,1
1082,Ahmedabad,Chiptec Stores,0,0,0
1083,Vadodara,Lotus Mart,1,1,1
1084,Ahmedabad,Atlas Stores,1,0,0
1085,Surat,Logic Stores,1,1,1
1086,Surat,Acclaimed Stores,0,0,0
1087,Vadodara,Viveks Stores,1,0,0
1088,Vadodara,Viveks Stores,1,1,1
1089,Ahmedabad,Logic Stores,1,1,1
1090,Ahmedabad,Chiptec Stores,1,0,0
1091,Ahmedabad,Elite Mart,0,1,0
1092,Ahmedabad,Sorefoz Mart,1,0,0
1093,Surat,Info Stores,1,1,1
1094,Surat,Info Stores,1,0,0
1095,Surat,Propel Mart,1,1,1
1096,Surat,Propel Mart,1,0,0
1097,Surat,Lotus Mart,0,1,0
1098,Ahmedabad,Coolblue,0,1,0
1099,Vadodara,Elite Mart,1,0,0
1100,Ahmedabad,Atlas Stores,1,1,1
1101,Surat,Vijay Stores,1,1,1
1102,Vadodara,Vijay Stores,1,0,0
1103,Ahmedabad,Lotus Mart,1,1,1
1104,Ahmedabad,Rel Fresh,1,0,0
1105,Surat,Logic Stores,1,0,0
1106,Vadodara,Expert Mart,0,1,0
1107,Vadodara,Expert Mart,1,1,1
1108,Surat,Expression Stores,1,0,0
1109,Surat,Logic Stores,1,1,1
1110,Surat,Propel Mart,1,1,1
1111,Surat,Propel Mart,1,1,1
1112,Ahmedabad,Acclaimed Stores,1,0,0
1113,Vadodara,Sorefoz Mart,1,1,1
1114,Surat,Lotus Mart,0,0,0
1115,Vadodara,Rel Fresh,0,1,0
1116,Vadodara,Vijay Stores,1,0,0
1117,Surat,Info Stores,1,1,1
1118,Surat,Rel Fresh,1,1,1
1119,Vadodara,Acclaimed Stores,1,0,0
1120,Ahmedabad,Elite Mart,1,1,1
1121,Vadodara,Propel Mart,1,0,0
1122,Vadodara,Lotus Mart,1,1,1
1123,Vadodara,Acclaimed Stores,1,1,1
1124,Surat,Vijay Stores,1,1,1
1125,Vadodara,Info Stores,0,1,0
1126,Vadodara,Info Stores,1,0,0
1127,Vadodara,Elite Mart,1,0,0
1128,Ahmedabad,Sorefoz Mart,1,1,1
1129,Ahmedabad,Atlas Stores,1,0,0
1130,Ahmedabad,Lotus Mart,0,0,0
1131,Ahmedabad,Rel Fresh,1,1,1
1132,Ahmedabad,Rel Fresh,1,1,1
1133,Ahmedabad,Rel Fresh,0,1,0
1134,Surat,Vijay Stores,1,0,0
1135,Vadodara,Lotus Mart,0,1,0
1136,Ahmedabad,Propel Mart,1,1,1
1137,Vadodara,Info Stores,1,1,1
1138,Ahmedabad,Elite Mart,1,1,1
1139,Vadodara,Expert Mart,1,1,1
1140,Vadodara,Viveks Stores,1,1,1
1141,Ahmedabad,Rel Fresh,1,1,1
1142,Ahmedabad,Rel Fresh,1,1,1
1143,Surat,Acclaimed Stores,0,0,0
1144,Surat,Chiptec Stores,1,0,0
1145,Surat,Chiptec Stores,1,1,1
1146,Vadodara,Rel Fresh,1,0,0
1147,Vadodara,Acclaimed Stores,1,0,0
1148,Surat,Info Stores,1,0,0
1149,Surat,Logic Stores,1,1,1
1150,Surat,Logic Stores,1,1,1
1151,Surat,Rel Fresh,1,1,1
1152,Vadodara,Vijay Stores,1,0,0
1153,Ahmedabad,Acclaimed Stores,0,1,0
1154,Surat,Atlas Stores,1,0,0
1155,Surat,Atlas Stores,0,1,0
1156,Ahmedabad,Chiptec Stores,1,0,0
1157,Vadodara,Propel Mart,1,1,1
1158,Ahmedabad,Vijay Stores,1,1,1
1159,Surat,Atlas Stores,0,0,0
1160,Surat,Chiptec Stores,1,1,1
1161,Surat,Vijay Stores,1,1,1
1162,Surat,Vijay Stores,1,1,1
1163,Surat,Lotus Mart,0,1,0
1164,Vadodara,Acclaimed Stores,0,1,0
1165,Ahmedabad,Acclaimed Stores,1,0,0
1166,Ahmedabad,Propel Mart,1,1,1
1167,Ahmedabad,Propel Mart,1,1,1
1168,Vadodara,Elite Mart,1,0,0
1169,Vadodara,Expression Stores,1,1,1
1170,Vadodara,Expression Stores,1,1,1
1171,Surat,Expression Stores,1,1,1
1172,Ahmedabad,Sorefoz Mart,1,0,0
1173,Ahmedabad,Chiptec Stores,1,0,0
1174,Vadodara,Vijay Stores,1,1,1
1175,Vadodara,Vijay Stores,1,0,0
1176,Ahmedabad,Expert Mart,1,1,1
1177,Ahmedabad,Expert Mart,1,1,1
1178,Ahmedabad,Vijay Stores,1,0,0
1179,Ahmedabad,Vijay Stores,1,1,1
1180,Ahmedabad,Propel Mart,1,1,1
1181,Ahmedabad,Sorefoz Mart,1,0,0
1182,Ahmedabad,Propel Mart,1,1,1
1183,Ahmedabad,Sorefoz Mart,1,0,0
1184,Vadodara,Expert Mart,1,0,0
1185,Ahmedabad,Elite Mart,1,1,1
1186,Surat,Chiptec Stores,1,1,1
1187,Surat,Lotus Mart,0,1,0
1188,Surat,Expression Stores,0,0,0
1189,Surat,Expression Stores,1,1,1
1190,Vadodara,Lotus Mart,0,1,0
1191,Ahmedabad,Logic Stores,1,1,1
1192,Ahmedabad,Lotus Mart,0,0,0
1193,Surat,Vijay Stores,1,1,1
1194,Surat,Vijay Stores,1,1,1
1195,Surat,Propel Mart,1,1,1
1196,Surat,Info Stores,1,0,0
1197,Surat,Info Stores,1,0,0
1198,Vadodara,Info Stores,1,1,1
1199,Surat,Acclaimed Stores,1,0,0
1200,Vadodara,Lotus Mart,0,1,0
1201,Surat,Expression Stores,1,1,1
1202,Surat,Info Stores,0,1,0
1203,Vadodara,Sorefoz Mart,1,1,1
1204,Surat,Propel Mart,0,1,0
1205,Surat,Lotus Mart,1,1,1
1206,Vadodara,Coolblue,0,1,0
1207,Surat,Acclaimed Stores,0,0,0
1208,Surat,Acclaimed Stores,0,0,0
1209,Surat,Chiptec Stores,1,1,1
1210,Ahmedabad,Atlas Stores,1,0,0
1211,Ahmedabad,Atlas Stores,1,1,1
1212,Ahmedabad,Elite Mart,1,1,1
1213,Ahmedabad,Coolblue,0,1,0
1214,Ahmedabad,Propel Mart,0,1,0
1215,Vadodara,Elite Mart,1,0,0
1216,Vadodara,Elite Mart,1,0,0
1217,Ahmedabad,Expert Mart,1,1,1
1218,Ahmedabad,Acclaimed Stores,1,0,0
1219,Surat,Acclaimed Stores,1,0,0
1220,Vadodara,Expression Stores,0,1,0
1221,Surat,Atlas Stores,1,0,0
1222,Vadodara,Propel Mart,0,0,0
1223,Vadodara,Propel Mart,1,1,1
1224,Ahmedabad,Propel Mart,1,1,1
1225,Ahmedabad,Atlas Stores,1,1,1
1226,Vadodara,Expert Mart,1,1,1
1227,Vadodara,Expert Mart,1,1,1
1228,Ahmedabad,Coolblue,1,1,1
1229,Vadodara,Acclaimed Stores,0,1,0
1230,Vadodara,Lotus Mart,0,1,0
1231,Vadodara,Lotus Mart,1,0,0
1232,Ahmedabad,Elite Mart,1,1,1
1233,Ahmedabad,Elite Mart,0,1,0
1234,Ahmedabad,Chiptec Stores,1,1,1
1235,Surat,Expression Stores,1,1,1
1236,Surat,Expression Stores,1,1,1
1237,Ahmedabad,Rel Fresh,1,0,0
1238,Ahmedabad,Lotus Mart,0,1,0
1239,Surat,Chiptec Stores,0,1,0
1240,Surat,Rel Fresh,1,1,1
1241,Vadodara,Info Stores,1,1,1
1242,Ahmedabad,Vijay Stores,1,0,0
1243,Vadodara,Coolblue,0,0,0
1244,Vadodara,Expert Mart,1,1,1
1245,Surat,Chiptec Stores,0,1,0
1246,Surat,Expression Stores,1,1,1
1247,Vadodara,Rel Fresh,0,1,0
1248,Vadodara,Elite Mart,1,0,0
1249,Vadodara,Elite Mart,1,0,0
1250,Ahmedabad,Rel Fresh,1,1,1
1251,Ahmedabad,Rel Fresh,1,1,1
1252,Ahmedabad,Coolblue,1,1,1
1253,Ahmedabad,Elite Mart,1,1,1
1254,Ahmedabad,Elite Mart,1,1,1
1255,Surat,Logic Stores,1,1,1
1256,Vadodara,Lotus Mart,1,0,0
1257,Vadodara,Sorefoz Mart,1,0,0
1258,Ahmedabad,Logic Stores,1,0,0
1259,Vadodara,Propel Mart,1,0,0
1260,Vadodara,Propel Mart,1,0,0
1261,Ahmedabad,Acclaimed Stores,0,1,0
1262,Vadodara,Acclaimed Stores,1,0,0
1263,Ahmedabad,Expert Mart,1,0,0
